Stock,PCR,TradeDate
BANKINDIA,0.517000,2019-10-25
BANKINDIA,0.551886,2019-10-29
BANKINDIA,0.718258,2019-10-30
BANKINDIA,0.727368,2019-10-31
BANKINDIA,0.437952,2019-11-01
BANKINDIA,0.463586,2019-11-04
BANKINDIA,0.393442,2019-11-05
BANKINDIA,0.413508,2019-11-06
BANKINDIA,0.370111,2019-11-07
BANKINDIA,0.362534,2019-11-08
BANKINDIA,0.357476,2019-11-11
BANKINDIA,0.360018,2019-11-13
BANKINDIA,0.364643,2019-11-14
BANKINDIA,0.396419,2019-11-15
BANKINDIA,0.426744,2019-11-18
BANKINDIA,0.522974,2019-11-19
BANKINDIA,0.527150,2019-11-20
BANKINDIA,0.545119,2019-11-21
BANKINDIA,0.547241,2019-11-22
BANKINDIA,0.561750,2019-11-25
BANKINDIA,0.555736,2019-11-26
BANKINDIA,0.563228,2019-11-27
BANKINDIA,0.746928,2019-11-28
BATAINDIA,0.484025,2019-10-10
BATAINDIA,0.533674,2019-10-11
BATAINDIA,0.549356,2019-10-14
BATAINDIA,0.546128,2019-10-15
BATAINDIA,0.605240,2019-10-16
BATAINDIA,0.711274,2019-10-17
BATAINDIA,0.649876,2019-10-18
BATAINDIA,0.621621,2019-10-22
BATAINDIA,0.646218,2019-10-23
BATAINDIA,0.717605,2019-10-24
BATAINDIA,0.724074,2019-10-25
BATAINDIA,0.735059,2019-10-29
BATAINDIA,0.734135,2019-10-30
BATAINDIA,0.707482,2019-10-31
BATAINDIA,0.329639,2019-11-01
BATAINDIA,0.406905,2019-11-04
BATAINDIA,0.438995,2019-11-05
BATAINDIA,0.454035,2019-11-06
BATAINDIA,0.439548,2019-11-07
BATAINDIA,0.462765,2019-11-08
BATAINDIA,0.623721,2019-11-11
BATAINDIA,0.581904,2019-11-13
BATAINDIA,0.604257,2019-11-14
BATAINDIA,0.705409,2019-11-15
BATAINDIA,0.647866,2019-11-18
BATAINDIA,0.650619,2019-11-19
BATAINDIA,0.602324,2019-11-20
BATAINDIA,0.549032,2019-11-21
BATAINDIA,0.530531,2019-11-22
BATAINDIA,0.575781,2019-11-25
BATAINDIA,0.616161,2019-11-26
BATAINDIA,0.596596,2019-11-27
BATAINDIA,0.458810,2019-11-28
BATAINDIA,0.840425,2019-11-29
BATAINDIA,0.770440,2019-12-02
BATAINDIA,0.662608,2019-12-03
BATAINDIA,0.613008,2019-12-04
BATAINDIA,0.579545,2019-12-05
BATAINDIA,0.621346,2019-12-06
BEL,0.495021,2019-10-10
BEL,0.495035,2019-10-11
BEL,0.467852,2019-10-14
BEL,0.492847,2019-10-15
BEL,0.537748,2019-10-16
BEL,0.501282,2019-10-17
BEL,0.474045,2019-10-18
BEL,0.523913,2019-10-22
BEL,0.491820,2019-10-23
BEL,0.508881,2019-10-24
BEL,0.576547,2019-10-25
BEL,0.593431,2019-10-29
BEL,0.632183,2019-10-30
BEL,0.676089,2019-10-31
BEL,0.745487,2019-11-01
BEL,0.678571,2019-11-04
BEL,0.470719,2019-11-05
BEL,0.429701,2019-11-06
BEL,0.389573,2019-11-07
BEL,0.325714,2019-11-08
BEL,0.330492,2019-11-11
BEL,0.316696,2019-11-13
BEL,0.313725,2019-11-14
BEL,0.320219,2019-11-15
BEL,0.331782,2019-11-18
BEL,0.332530,2019-11-19
BEL,0.339417,2019-11-20
BEL,0.375180,2019-11-21
BEL,0.373737,2019-11-22
BEL,0.353293,2019-11-25
BEL,0.362146,2019-11-26
BEL,0.380604,2019-11-27
BEL,0.322404,2019-11-28
BEL,0.473972,2019-11-29
BEL,0.436956,2019-12-02
BEL,0.431947,2019-12-03
BEL,0.414473,2019-12-04
BEL,0.414953,2019-12-05
BEL,0.428571,2019-12-06
BERGEPAINT,0.662790,2019-10-10
BERGEPAINT,0.729870,2019-10-11
BERGEPAINT,1.111111,2019-10-14
BERGEPAINT,1.187675,2019-10-15
BERGEPAINT,1.070000,2019-10-16
BERGEPAINT,1.198511,2019-10-17
BERGEPAINT,1.380208,2019-10-18
BERGEPAINT,1.260101,2019-10-22
BERGEPAINT,1.330729,2019-10-23
BERGEPAINT,1.410468,2019-10-24
BERGEPAINT,1.529761,2019-10-25
BERGEPAINT,1.764505,2019-10-29
BERGEPAINT,1.704225,2019-10-30
BERGEPAINT,1.822368,2019-10-31
BERGEPAINT,0.987854,2019-11-01
BERGEPAINT,0.899653,2019-11-04
BERGEPAINT,0.753535,2019-11-05
BERGEPAINT,0.893162,2019-11-06
BERGEPAINT,1.161290,2019-11-07
BERGEPAINT,0.893333,2019-11-08
BERGEPAINT,0.848314,2019-11-11
BERGEPAINT,0.828358,2019-11-13
BERGEPAINT,0.824761,2019-11-14
BERGEPAINT,0.811650,2019-11-15
BERGEPAINT,0.847524,2019-11-18
BERGEPAINT,0.840077,2019-11-19
BERGEPAINT,0.839285,2019-11-20
BERGEPAINT,0.831349,2019-11-21
BERGEPAINT,0.821153,2019-11-22
BERGEPAINT,0.813278,2019-11-25
BERGEPAINT,0.734864,2019-11-26
BERGEPAINT,0.787951,2019-11-27
BERGEPAINT,0.910761,2019-11-28
BERGEPAINT,0.763636,2019-11-29
BERGEPAINT,0.807017,2019-12-02
BERGEPAINT,0.747252,2019-12-03
BERGEPAINT,0.853260,2019-12-04
BERGEPAINT,0.884615,2019-12-05
BERGEPAINT,0.656593,2019-12-06
BHARATFORG,0.468690,2019-10-10
BHARATFORG,0.430292,2019-10-11
BHARATFORG,0.499102,2019-10-14
BHARATFORG,0.444099,2019-10-15
BHARATFORG,0.484451,2019-10-16
BHARATFORG,0.557755,2019-10-17
BHARATFORG,0.556666,2019-10-18
BHARATFORG,0.540133,2019-10-22
BHARATFORG,0.582456,2019-10-23
BHARATFORG,0.473358,2019-10-24
BHARATFORG,0.487074,2019-10-25
BHARATFORG,0.534510,2019-10-29
BHARATFORG,0.559633,2019-10-30
BHARATFORG,0.608156,2019-10-31
BHARATFORG,0.562300,2019-11-01
BHARATFORG,0.548913,2019-11-04
BHARATFORG,0.473477,2019-11-05
BHARATFORG,0.520076,2019-11-06
BHARATFORG,0.504456,2019-11-07
BHARATFORG,0.346568,2019-11-08
BHARATFORG,0.364035,2019-11-11
BHARATFORG,0.330800,2019-11-13
BHARATFORG,0.352905,2019-11-14
BHARATFORG,0.365869,2019-11-15
BHARATFORG,0.372588,2019-11-18
BHARATFORG,0.379407,2019-11-19
BHARATFORG,0.387269,2019-11-20
BHARATFORG,0.378522,2019-11-21
BHARATFORG,0.380620,2019-11-22
BHARATFORG,0.363281,2019-11-25
BHARATFORG,0.400351,2019-11-26
BHARATFORG,0.444980,2019-11-27
BHARATFORG,0.487537,2019-11-28
BHARATFORG,0.728301,2019-11-29
BHARATFORG,0.627760,2019-12-02
BHARATFORG,0.593750,2019-12-03
BHARATFORG,0.629796,2019-12-04
BHARATFORG,0.717500,2019-12-05
BHARATFORG,0.712158,2019-12-06
BHARTIARTL,0.836154,2019-10-10
BHARTIARTL,0.963369,2019-10-11
BHARTIARTL,1.089611,2019-10-14
BHARTIARTL,1.037806,2019-10-15
BHARTIARTL,1.130193,2019-10-16
BHARTIARTL,1.145605,2019-10-17
BHARTIARTL,1.008782,2019-10-18
BHARTIARTL,1.416416,2019-10-22
BHARTIARTL,1.248501,2019-10-23
BHARTIARTL,1.123954,2019-10-24
BHARTIARTL,1.115854,2019-10-25
BHARTIARTL,1.041067,2019-10-29
BHARTIARTL,1.023246,2019-10-30
BHARTIARTL,0.981202,2019-10-31
BHARTIARTL,0.898665,2019-11-01
BHARTIARTL,0.796351,2019-11-04
BHARTIARTL,0.826930,2019-11-05
BHARTIARTL,0.835239,2019-11-06
BHARTIARTL,0.796136,2019-11-07
BHARTIARTL,0.795376,2019-11-08
BHARTIARTL,0.823676,2019-11-11
BHARTIARTL,0.835588,2019-11-13
BHARTIARTL,1.050497,2019-11-14
BHARTIARTL,1.548098,2019-11-15
BHARTIARTL,1.566547,2019-11-18
BHARTIARTL,1.849504,2019-11-19
BHARTIARTL,1.787086,2019-11-20
BHARTIARTL,1.634146,2019-11-21
BHARTIARTL,1.558432,2019-11-22
BHARTIARTL,1.705728,2019-11-25
BHARTIARTL,1.475474,2019-11-26
BHARTIARTL,1.476508,2019-11-27
BHARTIARTL,1.553124,2019-11-28
BHARTIARTL,1.127491,2019-11-29
BHARTIARTL,1.050640,2019-12-02
BHARTIARTL,0.972835,2019-12-03
BHARTIARTL,0.933918,2019-12-04
BHARTIARTL,0.816384,2019-12-05
BHARTIARTL,0.848506,2019-12-06
BHEL,0.395937,2019-10-10
BHEL,0.422588,2019-10-11
BHEL,0.436081,2019-10-14
BHEL,0.435544,2019-10-15
BHEL,0.428387,2019-10-16
BHEL,0.472285,2019-10-17
BHEL,0.756630,2019-10-18
BHEL,0.657148,2019-10-22
BHEL,0.656261,2019-10-23
BHEL,0.596843,2019-10-24
BHEL,0.556376,2019-10-25
BHEL,0.638203,2019-10-29
BHEL,0.779386,2019-10-30
BHEL,0.738274,2019-10-31
BHEL,0.502487,2019-11-01
BHEL,0.546949,2019-11-04
BHEL,0.565305,2019-11-05
BHEL,0.523832,2019-11-06
BHEL,0.487369,2019-11-07
BHEL,0.439840,2019-11-08
BHEL,0.421201,2019-11-11
BHEL,0.442098,2019-11-13
BHEL,0.398449,2019-11-14
BHEL,0.402024,2019-11-15
BHEL,0.396916,2019-11-18
BHEL,0.507490,2019-11-19
BHEL,0.567654,2019-11-20
BHEL,0.553640,2019-11-21
BHEL,0.547608,2019-11-22
BHEL,0.546240,2019-11-25
BHEL,0.567363,2019-11-26
BHEL,0.565279,2019-11-27
BHEL,0.543232,2019-11-28
BHEL,0.522850,2019-11-29
BHEL,0.531010,2019-12-02
BHEL,0.540530,2019-12-03
BHEL,0.536210,2019-12-04
BHEL,0.493906,2019-12-05
BHEL,0.418759,2019-12-06
BIOCON,0.626678,2019-10-10
BIOCON,0.691780,2019-10-11
BIOCON,0.772572,2019-10-14
BIOCON,0.871657,2019-10-15
BIOCON,0.844382,2019-10-16
BIOCON,0.850000,2019-10-17
BIOCON,0.855843,2019-10-18
BIOCON,0.868233,2019-10-22
BIOCON,0.853855,2019-10-23
BIOCON,0.693605,2019-10-24
BIOCON,0.624717,2019-10-25
BIOCON,0.580184,2019-10-29
BIOCON,0.612371,2019-10-30
BIOCON,0.615581,2019-10-31
BIOCON,0.352617,2019-11-01
BIOCON,0.344473,2019-11-04
BIOCON,0.222645,2019-11-05
BIOCON,0.222429,2019-11-06
BIOCON,0.238667,2019-11-07
BIOCON,0.260435,2019-11-08
BIOCON,0.256603,2019-11-11
BIOCON,0.229385,2019-11-13
BIOCON,0.224869,2019-11-14
BIOCON,0.228203,2019-11-15
BIOCON,0.228017,2019-11-18
BIOCON,0.218382,2019-11-19
BIOCON,0.231337,2019-11-20
BIOCON,0.185289,2019-11-21
BIOCON,0.184325,2019-11-22
BIOCON,0.183925,2019-11-25
BIOCON,0.231914,2019-11-26
BIOCON,0.425601,2019-11-27
BIOCON,0.539942,2019-11-28
BIOCON,0.344117,2019-11-29
BIOCON,0.333119,2019-12-02
BIOCON,0.280325,2019-12-03
BIOCON,0.372525,2019-12-04
BIOCON,0.387094,2019-12-05
BIOCON,0.379148,2019-12-06
BOSCHLTD,8.600000,2019-10-10
BOSCHLTD,7.166666,2019-10-11
BOSCHLTD,4.700000,2019-10-14
BOSCHLTD,4.153846,2019-10-15
BOSCHLTD,3.857142,2019-10-16
BOSCHLTD,3.857142,2019-10-17
BOSCHLTD,3.533333,2019-10-18
BOSCHLTD,3.785714,2019-10-22
BOSCHLTD,3.533333,2019-10-23
BOSCHLTD,3.466666,2019-10-24
BOSCHLTD,3.466666,2019-10-25
BOSCHLTD,2.833333,2019-10-29
BOSCHLTD,3.000000,2019-10-30
BOSCHLTD,2.823529,2019-10-31
BOSCHLTD,2.000000,2019-11-01
BOSCHLTD,1.555555,2019-11-04
BOSCHLTD,1.777777,2019-11-05
BOSCHLTD,2.250000,2019-11-06
BOSCHLTD,0.588235,2019-11-07
BOSCHLTD,0.447058,2019-11-08
BOSCHLTD,0.354838,2019-11-11
BOSCHLTD,0.329896,2019-11-13
BOSCHLTD,0.351063,2019-11-14
BOSCHLTD,0.333333,2019-11-15
BOSCHLTD,0.350515,2019-11-18
BOSCHLTD,0.346938,2019-11-19
BOSCHLTD,0.352380,2019-11-20
BOSCHLTD,0.388429,2019-11-21
BOSCHLTD,0.762711,2019-11-22
BOSCHLTD,0.940000,2019-11-25
BOSCHLTD,1.020408,2019-11-26
BOSCHLTD,1.020408,2019-11-27
BOSCHLTD,1.121951,2019-11-28
BOSCHLTD,1.000000,2019-11-29
BOSCHLTD,0.900000,2019-12-02
BOSCHLTD,0.545454,2019-12-03
BOSCHLTD,0.454545,2019-12-04
BOSCHLTD,0.363636,2019-12-05
BOSCHLTD,0.454545,2019-12-06
BPCL,0.907611,2019-10-10
BPCL,0.896267,2019-10-11
BPCL,0.831288,2019-10-14
BPCL,0.843987,2019-10-15
BPCL,0.789602,2019-10-16
BPCL,0.764505,2019-10-17
BPCL,0.833031,2019-10-18
BPCL,0.842105,2019-10-22
BPCL,0.839405,2019-10-23
BPCL,0.779829,2019-10-24
BPCL,0.708180,2019-10-25
BPCL,0.723585,2019-10-29
BPCL,0.768751,2019-10-30
BPCL,0.868595,2019-10-31
BPCL,0.763826,2019-11-01
BPCL,0.784383,2019-11-04
BPCL,0.766801,2019-11-05
BPCL,0.706875,2019-11-06
BPCL,0.693132,2019-11-07
BPCL,0.580740,2019-11-08
BPCL,0.522147,2019-11-11
BPCL,0.517477,2019-11-13
BPCL,0.546356,2019-11-14
BPCL,0.517430,2019-11-15
BPCL,0.550249,2019-11-18
BPCL,0.567621,2019-11-19
BPCL,0.522022,2019-11-20
BPCL,0.378045,2019-11-21
BPCL,0.390833,2019-11-22
BPCL,0.401054,2019-11-25
BPCL,0.424452,2019-11-26
BPCL,0.477312,2019-11-27
BPCL,0.507794,2019-11-28
BPCL,0.550513,2019-11-29
BPCL,0.557894,2019-12-02
BPCL,0.560951,2019-12-03
BPCL,0.554445,2019-12-04
BPCL,0.555197,2019-12-05
BPCL,0.584802,2019-12-06
BRITANNIA,0.671302,2019-10-10
BRITANNIA,0.711467,2019-10-11
BRITANNIA,0.928095,2019-10-14
BRITANNIA,0.889490,2019-10-15
BRITANNIA,0.930660,2019-10-16
BRITANNIA,0.960151,2019-10-17
BRITANNIA,0.984570,2019-10-18
BRITANNIA,0.984585,2019-10-22
BRITANNIA,0.998132,2019-10-23
BRITANNIA,1.018639,2019-10-24
BRITANNIA,1.083850,2019-10-25
BRITANNIA,1.109691,2019-10-29
BRITANNIA,1.093348,2019-10-30
BRITANNIA,1.288563,2019-10-31
BRITANNIA,0.949868,2019-11-01
BRITANNIA,0.936117,2019-11-04
BRITANNIA,0.907407,2019-11-05
BRITANNIA,0.878378,2019-11-06
BRITANNIA,0.864628,2019-11-07
BRITANNIA,0.737967,2019-11-08
BRITANNIA,0.478180,2019-11-11
BRITANNIA,0.532621,2019-11-13
BRITANNIA,0.456164,2019-11-14
BRITANNIA,0.416782,2019-11-15
BRITANNIA,0.353779,2019-11-18
BRITANNIA,0.348880,2019-11-19
BRITANNIA,0.317757,2019-11-20
BRITANNIA,0.286585,2019-11-21
BRITANNIA,0.261891,2019-11-22
BRITANNIA,0.260869,2019-11-25
BRITANNIA,0.264310,2019-11-26
BRITANNIA,0.339920,2019-11-27
BRITANNIA,0.412303,2019-11-28
BRITANNIA,0.545045,2019-11-29
BRITANNIA,0.509225,2019-12-02
BRITANNIA,0.509186,2019-12-03
BRITANNIA,0.522891,2019-12-04
BRITANNIA,0.468879,2019-12-05
BRITANNIA,0.471816,2019-12-06
CADILAHC,0.396825,2019-10-10
CADILAHC,0.389140,2019-10-11
CADILAHC,0.334020,2019-10-14
CADILAHC,0.331932,2019-10-15
CADILAHC,0.307240,2019-10-16
CADILAHC,0.314516,2019-10-17
CADILAHC,0.325481,2019-10-18
CADILAHC,0.350877,2019-10-22
CADILAHC,0.353579,2019-10-23
CADILAHC,0.365957,2019-10-24
CADILAHC,0.358916,2019-10-25
CADILAHC,0.481366,2019-10-29
CADILAHC,0.665338,2019-10-30
CADILAHC,0.647058,2019-10-31
CADILAHC,0.386904,2019-11-01
CADILAHC,0.897360,2019-11-04
CADILAHC,0.767123,2019-11-05
CADILAHC,0.528340,2019-11-06
CADILAHC,0.527559,2019-11-07
CADILAHC,0.523622,2019-11-08
CADILAHC,0.379947,2019-11-11
CADILAHC,0.397701,2019-11-13
CADILAHC,0.436819,2019-11-14
CADILAHC,0.420273,2019-11-15
CADILAHC,0.483353,2019-11-18
CADILAHC,0.492518,2019-11-19
CADILAHC,0.441037,2019-11-20
CADILAHC,0.482164,2019-11-21
CADILAHC,0.504402,2019-11-22
CADILAHC,0.551892,2019-11-25
CADILAHC,0.568326,2019-11-26
CADILAHC,0.582132,2019-11-27
CADILAHC,0.724193,2019-11-28
CADILAHC,0.435897,2019-11-29
CADILAHC,0.427135,2019-12-02
CADILAHC,0.389006,2019-12-03
CADILAHC,0.365896,2019-12-04
CADILAHC,0.366883,2019-12-05
CADILAHC,0.354606,2019-12-06
CANBK,0.422231,2019-10-10
CANBK,0.415276,2019-10-11
CANBK,0.405737,2019-10-14
CANBK,0.415862,2019-10-15
CANBK,0.406314,2019-10-16
CANBK,0.465030,2019-10-17
CANBK,0.504776,2019-10-18
CANBK,0.565677,2019-10-22
CANBK,0.535695,2019-10-23
CANBK,0.492693,2019-10-24
CANBK,0.491047,2019-10-25
CANBK,0.569752,2019-10-29
CANBK,0.629602,2019-10-30
CANBK,0.778709,2019-10-31
CANBK,0.638105,2019-11-01
CANBK,0.633211,2019-11-04
CANBK,0.564926,2019-11-05
CANBK,0.596296,2019-11-06
CANBK,0.602358,2019-11-07
CANBK,0.564500,2019-11-08
CANBK,0.580805,2019-11-11
CANBK,0.551757,2019-11-13
CANBK,0.538090,2019-11-14
CANBK,0.520303,2019-11-15
CANBK,0.558935,2019-11-18
CANBK,0.639414,2019-11-19
CANBK,0.640247,2019-11-20
CANBK,0.649802,2019-11-21
CANBK,0.675604,2019-11-22
CANBK,0.663596,2019-11-25
CANBK,0.626934,2019-11-26
CANBK,0.708531,2019-11-27
CANBK,1.032725,2019-11-28
CANBK,0.644565,2019-11-29
CANBK,0.646461,2019-12-02
CANBK,0.554965,2019-12-03
CANBK,0.502285,2019-12-04
CANBK,0.456809,2019-12-05
CANBK,0.394683,2019-12-06
CASTROLIND,0.326315,2019-10-10
CASTROLIND,0.326424,2019-10-11
CASTROLIND,0.342245,2019-10-14
CASTROLIND,0.321608,2019-10-15
CASTROLIND,0.295019,2019-10-16
CASTROLIND,0.385496,2019-10-17
CASTROLIND,0.497816,2019-10-18
CASTROLIND,0.574561,2019-10-22
CASTROLIND,0.578723,2019-10-23
CASTROLIND,0.677777,2019-10-24
CASTROLIND,0.794788,2019-10-25
CASTROLIND,0.833922,2019-10-29
CASTROLIND,0.838827,2019-10-30
CASTROLIND,0.940928,2019-10-31
CASTROLIND,0.531914,2019-11-01
CASTROLIND,0.478260,2019-11-04
CASTROLIND,0.390909,2019-11-05
CASTROLIND,0.381578,2019-11-06
CASTROLIND,0.371794,2019-11-07
CASTROLIND,0.373493,2019-11-08
CASTROLIND,0.372000,2019-11-11
CASTROLIND,0.389558,2019-11-13
CASTROLIND,0.397540,2019-11-14
CASTROLIND,0.373540,2019-11-15
CASTROLIND,0.345195,2019-11-18
CASTROLIND,0.345132,2019-11-19
CASTROLIND,0.359477,2019-11-20
CASTROLIND,0.358050,2019-11-21
CASTROLIND,0.313432,2019-11-22
CASTROLIND,0.319569,2019-11-25
CASTROLIND,0.386440,2019-11-26
CASTROLIND,0.424184,2019-11-27
CASTROLIND,0.317073,2019-11-28
CASTROLIND,0.412429,2019-11-29
CASTROLIND,0.441025,2019-12-02
CASTROLIND,0.392857,2019-12-03
CASTROLIND,0.365230,2019-12-04
CASTROLIND,0.333372,2019-12-05
CASTROLIND,0.523789,2019-12-06
CENTURYTEX,0.517110,2019-10-10
CENTURYTEX,0.786259,2019-10-11
CENTURYTEX,0.609403,2019-10-14
CENTURYTEX,1.163430,2019-10-15
CENTURYTEX,1.069423,2019-10-16
CENTURYTEX,0.932011,2019-10-17
CENTURYTEX,0.982238,2019-10-18
CENTURYTEX,0.979301,2019-10-22
CENTURYTEX,0.950520,2019-10-23
CENTURYTEX,0.927694,2019-10-24
CENTURYTEX,0.727399,2019-10-25
CENTURYTEX,0.703389,2019-10-29
CENTURYTEX,0.650957,2019-10-30
CENTURYTEX,0.672240,2019-10-31
CENTURYTEX,0.572164,2019-11-01
CENTURYTEX,0.577689,2019-11-04
CENTURYTEX,0.545161,2019-11-05
CENTURYTEX,0.733532,2019-11-06
CENTURYTEX,0.613333,2019-11-07
CENTURYTEX,0.520393,2019-11-08
CENTURYTEX,0.481481,2019-11-11
CENTURYTEX,0.440414,2019-11-13
CENTURYTEX,0.473825,2019-11-14
CENTURYTEX,0.577639,2019-11-15
CENTURYTEX,0.747720,2019-11-18
CENTURYTEX,0.755795,2019-11-19
CENTURYTEX,0.818316,2019-11-20
CENTURYTEX,0.829085,2019-11-21
CENTURYTEX,0.859154,2019-11-22
CENTURYTEX,0.805295,2019-11-25
CENTURYTEX,0.722222,2019-11-26
CENTURYTEX,0.756052,2019-11-27
CENTURYTEX,0.742081,2019-11-28
CENTURYTEX,0.228013,2019-11-29
CENTURYTEX,0.245179,2019-12-02
CENTURYTEX,0.294520,2019-12-03
CENTURYTEX,0.299781,2019-12-04
CENTURYTEX,0.312359,2019-12-05
CENTURYTEX,0.315068,2019-12-06
CESC,0.352112,2019-10-10
CESC,0.361022,2019-10-11
CESC,0.449511,2019-10-14
CESC,0.437308,2019-10-15
CESC,0.447761,2019-10-16
CESC,0.547169,2019-10-17
CESC,0.629746,2019-10-18
CESC,0.659090,2019-10-22
CESC,0.638888,2019-10-23
CESC,0.660649,2019-10-24
CESC,0.688212,2019-10-25
CESC,0.745689,2019-10-29
CESC,0.762790,2019-10-30
CESC,0.835526,2019-10-31
CESC,0.318181,2019-11-01
CESC,0.160377,2019-11-04
CESC,0.314079,2019-11-05
CESC,0.430976,2019-11-06
CESC,0.382165,2019-11-07
CESC,0.401840,2019-11-08
CESC,0.415902,2019-11-11
CESC,0.389355,2019-11-13
CESC,0.382500,2019-11-14
CESC,0.387500,2019-11-15
CESC,0.409207,2019-11-18
CESC,0.380597,2019-11-19
CESC,0.366748,2019-11-20
CESC,0.330275,2019-11-21
CESC,0.315555,2019-11-22
CESC,0.328735,2019-11-25
CESC,0.335664,2019-11-26
CESC,0.313725,2019-11-27
CESC,0.359459,2019-11-28
CESC,0.372413,2019-11-29
CESC,0.336492,2019-12-02
CESC,0.334728,2019-12-03
CESC,0.380165,2019-12-04
CESC,0.349624,2019-12-05
CESC,0.364864,2019-12-06
CHOLAFIN,0.384057,2019-10-10
CHOLAFIN,0.445255,2019-10-11
CHOLAFIN,0.485294,2019-10-14
CHOLAFIN,0.519083,2019-10-15
CHOLAFIN,0.510791,2019-10-16
CHOLAFIN,0.726562,2019-10-17
CHOLAFIN,0.646551,2019-10-18
CHOLAFIN,0.642857,2019-10-22
CHOLAFIN,0.580357,2019-10-23
CHOLAFIN,0.572649,2019-10-24
CHOLAFIN,0.623853,2019-10-25
CHOLAFIN,0.696078,2019-10-29
CHOLAFIN,0.684210,2019-10-30
CHOLAFIN,0.750000,2019-10-31
CHOLAFIN,0.766666,2019-11-01
CHOLAFIN,0.542372,2019-11-04
CHOLAFIN,0.372093,2019-11-05
CHOLAFIN,0.360902,2019-11-06
CHOLAFIN,0.345588,2019-11-07
CHOLAFIN,0.296052,2019-11-08
CHOLAFIN,0.298701,2019-11-11
CHOLAFIN,0.300653,2019-11-13
CHOLAFIN,0.348387,2019-11-14
CHOLAFIN,0.313953,2019-11-15
CHOLAFIN,0.278225,2019-11-18
CHOLAFIN,0.279151,2019-11-19
CHOLAFIN,0.269503,2019-11-20
CHOLAFIN,0.255102,2019-11-21
CHOLAFIN,0.268551,2019-11-22
CHOLAFIN,0.281481,2019-11-25
CHOLAFIN,0.304526,2019-11-26
CHOLAFIN,0.359605,2019-11-27
CHOLAFIN,0.419354,2019-11-28
CHOLAFIN,0.235294,2019-11-29
CHOLAFIN,0.204081,2019-12-02
CHOLAFIN,0.174603,2019-12-03
CHOLAFIN,0.209677,2019-12-04
CHOLAFIN,0.174603,2019-12-05
CHOLAFIN,0.206349,2019-12-06
CIPLA,0.630434,2019-10-10
CIPLA,1.008612,2019-10-11
CIPLA,0.949231,2019-10-14
CIPLA,0.976969,2019-10-15
CIPLA,0.959610,2019-10-16
CIPLA,0.948717,2019-10-17
CIPLA,0.912535,2019-10-18
CIPLA,1.182727,2019-10-22
CIPLA,1.144520,2019-10-23
CIPLA,1.059968,2019-10-24
CIPLA,1.148305,2019-10-25
CIPLA,1.314658,2019-10-29
CIPLA,1.297762,2019-10-30
CIPLA,1.289703,2019-10-31
CIPLA,0.670912,2019-11-01
CIPLA,0.498028,2019-11-04
CIPLA,0.526438,2019-11-05
CIPLA,0.443683,2019-11-06
CIPLA,0.396399,2019-11-07
CIPLA,0.389063,2019-11-08
CIPLA,0.375446,2019-11-11
CIPLA,0.364933,2019-11-13
CIPLA,0.349923,2019-11-14
CIPLA,0.480534,2019-11-15
CIPLA,0.472208,2019-11-18
CIPLA,0.575304,2019-11-19
CIPLA,0.635293,2019-11-20
CIPLA,0.638569,2019-11-21
CIPLA,0.551803,2019-11-22
CIPLA,0.582484,2019-11-25
CIPLA,0.546800,2019-11-26
CIPLA,0.508536,2019-11-27
CIPLA,0.495832,2019-11-28
CIPLA,0.503649,2019-11-29
CIPLA,0.514596,2019-12-02
CIPLA,0.507706,2019-12-03
CIPLA,0.523421,2019-12-04
CIPLA,0.559035,2019-12-05
CIPLA,0.518339,2019-12-06
COALINDIA,0.503153,2019-10-10
COALINDIA,0.548898,2019-10-11
COALINDIA,0.541219,2019-10-14
COALINDIA,0.562758,2019-10-15
COALINDIA,0.590615,2019-10-16
COALINDIA,0.700956,2019-10-17
COALINDIA,0.729521,2019-10-18
COALINDIA,0.696164,2019-10-22
COALINDIA,0.730438,2019-10-23
COALINDIA,0.720702,2019-10-24
COALINDIA,0.760119,2019-10-25
COALINDIA,0.828748,2019-10-29
COALINDIA,0.804426,2019-10-30
COALINDIA,0.817929,2019-10-31
COALINDIA,0.504782,2019-11-01
COALINDIA,0.407816,2019-11-04
COALINDIA,0.394099,2019-11-05
COALINDIA,0.395019,2019-11-06
COALINDIA,0.389785,2019-11-07
COALINDIA,0.382768,2019-11-08
COALINDIA,0.439707,2019-11-11
COALINDIA,0.386375,2019-11-13
COALINDIA,0.344274,2019-11-14
COALINDIA,0.327676,2019-11-15
COALINDIA,0.309229,2019-11-18
COALINDIA,0.302661,2019-11-19
COALINDIA,0.298132,2019-11-20
COALINDIA,0.283555,2019-11-21
COALINDIA,0.278132,2019-11-22
COALINDIA,0.308617,2019-11-25
COALINDIA,0.324966,2019-11-26
COALINDIA,0.369070,2019-11-27
COALINDIA,0.426742,2019-11-28
COALINDIA,0.528082,2019-11-29
COALINDIA,0.537839,2019-12-02
COALINDIA,0.499185,2019-12-03
COALINDIA,0.509927,2019-12-04
COALINDIA,0.485946,2019-12-05
COALINDIA,0.509701,2019-12-06
COLPAL,0.533980,2019-10-10
COLPAL,0.526066,2019-10-11
COLPAL,0.542986,2019-10-14
COLPAL,0.534722,2019-10-15
COLPAL,0.473509,2019-10-16
COLPAL,0.484848,2019-10-17
COLPAL,0.457142,2019-10-18
COLPAL,0.480645,2019-10-22
COLPAL,0.384798,2019-10-23
COLPAL,0.377551,2019-10-24
