Stock,PCR,TradeDate
COLPAL,0.352941,2019-10-25
COLPAL,0.422110,2019-10-29
COLPAL,0.518181,2019-10-30
COLPAL,0.609756,2019-10-31
COLPAL,0.716981,2019-11-01
COLPAL,0.766233,2019-11-04
COLPAL,0.688172,2019-11-05
COLPAL,0.608974,2019-11-06
COLPAL,0.694915,2019-11-07
COLPAL,0.571428,2019-11-08
COLPAL,0.596491,2019-11-11
COLPAL,0.570024,2019-11-13
COLPAL,0.509174,2019-11-14
COLPAL,0.583700,2019-11-15
COLPAL,0.523364,2019-11-18
COLPAL,0.538752,2019-11-19
COLPAL,0.575203,2019-11-20
COLPAL,0.474541,2019-11-21
COLPAL,0.456813,2019-11-22
COLPAL,0.509513,2019-11-25
COLPAL,0.500000,2019-11-26
COLPAL,0.563451,2019-11-27
COLPAL,0.592286,2019-11-28
COLPAL,0.775862,2019-11-29
COLPAL,0.794117,2019-12-02
COLPAL,0.721518,2019-12-03
COLPAL,0.647727,2019-12-04
COLPAL,0.568627,2019-12-05
COLPAL,0.439716,2019-12-06
CONCOR,0.314990,2019-10-10
CONCOR,0.328273,2019-10-11
CONCOR,0.373966,2019-10-14
CONCOR,0.409190,2019-10-15
CONCOR,0.394067,2019-10-16
CONCOR,0.375000,2019-10-17
CONCOR,0.401639,2019-10-18
CONCOR,0.347529,2019-10-22
CONCOR,0.346760,2019-10-23
CONCOR,0.363175,2019-10-24
CONCOR,0.380866,2019-10-25
CONCOR,0.431297,2019-10-29
CONCOR,0.418891,2019-10-30
CONCOR,0.568123,2019-10-31
CONCOR,0.511627,2019-11-01
CONCOR,0.430555,2019-11-04
CONCOR,0.479638,2019-11-05
CONCOR,0.504464,2019-11-06
CONCOR,0.542452,2019-11-07
CONCOR,0.607929,2019-11-08
CONCOR,0.550387,2019-11-11
CONCOR,0.626297,2019-11-13
CONCOR,0.596774,2019-11-14
CONCOR,0.654838,2019-11-15
CONCOR,0.453763,2019-11-18
CONCOR,0.419847,2019-11-19
CONCOR,0.329883,2019-11-20
CONCOR,0.297717,2019-11-21
CONCOR,0.313163,2019-11-22
CONCOR,0.340399,2019-11-25
CONCOR,0.363888,2019-11-26
CONCOR,0.401913,2019-11-27
CONCOR,0.355704,2019-11-28
CONCOR,0.325174,2019-11-29
CONCOR,0.327922,2019-12-02
CONCOR,0.326086,2019-12-03
CONCOR,0.331269,2019-12-04
CONCOR,0.339181,2019-12-05
CONCOR,0.322335,2019-12-06
CUMMINSIND,1.991228,2019-10-10
CUMMINSIND,1.931623,2019-10-11
CUMMINSIND,1.829268,2019-10-14
CUMMINSIND,1.890756,2019-10-15
CUMMINSIND,1.676691,2019-10-16
CUMMINSIND,1.627737,2019-10-17
CUMMINSIND,1.451612,2019-10-18
CUMMINSIND,1.385093,2019-10-22
CUMMINSIND,1.381250,2019-10-23
CUMMINSIND,1.188284,2019-10-24
CUMMINSIND,1.455813,2019-10-25
CUMMINSIND,1.404761,2019-10-29
CUMMINSIND,1.425531,2019-10-30
CUMMINSIND,1.350253,2019-10-31
CUMMINSIND,1.539682,2019-11-01
CUMMINSIND,1.173652,2019-11-04
CUMMINSIND,1.201183,2019-11-05
CUMMINSIND,1.172413,2019-11-06
CUMMINSIND,1.134078,2019-11-07
CUMMINSIND,0.976076,2019-11-08
CUMMINSIND,0.981042,2019-11-11
CUMMINSIND,0.765567,2019-11-13
CUMMINSIND,0.820610,2019-11-14
CUMMINSIND,0.887550,2019-11-15
CUMMINSIND,0.902439,2019-11-18
CUMMINSIND,0.957081,2019-11-19
CUMMINSIND,1.031818,2019-11-20
CUMMINSIND,0.928286,2019-11-21
CUMMINSIND,1.004132,2019-11-22
CUMMINSIND,1.021739,2019-11-25
CUMMINSIND,1.122549,2019-11-26
CUMMINSIND,1.227027,2019-11-27
CUMMINSIND,0.854545,2019-11-28
CUMMINSIND,1.111111,2019-11-29
CUMMINSIND,0.903846,2019-12-02
CUMMINSIND,0.844444,2019-12-03
CUMMINSIND,0.793248,2019-12-04
CUMMINSIND,0.707170,2019-12-05
CUMMINSIND,0.633035,2019-12-06
DABUR,0.522580,2019-10-10
DABUR,0.582770,2019-10-11
DABUR,0.596885,2019-10-14
DABUR,0.537572,2019-10-15
DABUR,0.641541,2019-10-16
DABUR,0.821070,2019-10-17
DABUR,0.897111,2019-10-18
DABUR,0.852583,2019-10-22
DABUR,0.833333,2019-10-23
DABUR,0.723521,2019-10-24
DABUR,0.707213,2019-10-25
DABUR,0.772575,2019-10-29
DABUR,0.821969,2019-10-30
DABUR,0.773156,2019-10-31
DABUR,0.390173,2019-11-01
DABUR,0.462321,2019-11-04
DABUR,0.506078,2019-11-05
DABUR,0.565925,2019-11-06
DABUR,0.636438,2019-11-07
DABUR,0.561708,2019-11-08
DABUR,0.548159,2019-11-11
DABUR,0.522609,2019-11-13
DABUR,0.536907,2019-11-14
DABUR,0.552425,2019-11-15
DABUR,0.518786,2019-11-18
DABUR,0.505917,2019-11-19
DABUR,0.555462,2019-11-20
DABUR,0.509244,2019-11-21
DABUR,0.478787,2019-11-22
DABUR,0.505394,2019-11-25
DABUR,0.549651,2019-11-26
DABUR,0.657417,2019-11-27
DABUR,0.827833,2019-11-28
DABUR,1.204301,2019-11-29
DABUR,1.048433,2019-12-02
DABUR,1.073809,2019-12-03
DABUR,0.893877,2019-12-04
DABUR,0.875536,2019-12-05
DABUR,0.743727,2019-12-06
DISHTV,0.466565,2019-10-10
DISHTV,0.436764,2019-10-11
DISHTV,0.471138,2019-10-14
DISHTV,0.479452,2019-10-15
DISHTV,0.478527,2019-10-16
DISHTV,0.444780,2019-10-17
DISHTV,0.400874,2019-10-18
DISHTV,0.358056,2019-10-22
DISHTV,0.366113,2019-10-23
DISHTV,0.332326,2019-10-24
DISHTV,0.321965,2019-10-25
DISHTV,0.332313,2019-10-29
DISHTV,0.329329,2019-10-30
DISHTV,0.311399,2019-10-31
DISHTV,0.590106,2019-11-01
DISHTV,0.512372,2019-11-04
DISHTV,0.500000,2019-11-05
DISHTV,0.469512,2019-11-06
DISHTV,0.457142,2019-11-07
DISHTV,0.498798,2019-11-08
DISHTV,0.484284,2019-11-11
DISHTV,0.469957,2019-11-13
DISHTV,0.459861,2019-11-14
DISHTV,0.485005,2019-11-15
DISHTV,0.459314,2019-11-18
DISHTV,0.443762,2019-11-19
DISHTV,0.512570,2019-11-20
DISHTV,0.488161,2019-11-21
DISHTV,0.533132,2019-11-22
DISHTV,0.542441,2019-11-25
DISHTV,0.477732,2019-11-26
DISHTV,0.502415,2019-11-27
DISHTV,0.538657,2019-11-28
DISHTV,0.778965,2019-11-29
DISHTV,0.642218,2019-12-02
DISHTV,0.575284,2019-12-03
DISHTV,0.620880,2019-12-04
DISHTV,0.648533,2019-12-05
DISHTV,0.573947,2019-12-06
DIVISLAB,0.381062,2019-10-10
DIVISLAB,0.396995,2019-10-11
DIVISLAB,0.420849,2019-10-14
DIVISLAB,0.460500,2019-10-15
DIVISLAB,0.465201,2019-10-16
DIVISLAB,0.467509,2019-10-17
DIVISLAB,0.488888,2019-10-18
DIVISLAB,0.597194,2019-10-22
DIVISLAB,0.603921,2019-10-23
DIVISLAB,0.551059,2019-10-24
DIVISLAB,0.568316,2019-10-25
DIVISLAB,0.640449,2019-10-29
DIVISLAB,0.769028,2019-10-30
DIVISLAB,1.072727,2019-10-31
DIVISLAB,0.619718,2019-11-01
DIVISLAB,0.429864,2019-11-04
DIVISLAB,0.397350,2019-11-05
DIVISLAB,0.312274,2019-11-06
DIVISLAB,0.316071,2019-11-07
DIVISLAB,0.317028,2019-11-08
DIVISLAB,0.302367,2019-11-11
DIVISLAB,0.318098,2019-11-13
DIVISLAB,0.317034,2019-11-14
DIVISLAB,0.611662,2019-11-15
DIVISLAB,0.568407,2019-11-18
DIVISLAB,0.518652,2019-11-19
DIVISLAB,0.447033,2019-11-20
DIVISLAB,0.442328,2019-11-21
DIVISLAB,0.431544,2019-11-22
DIVISLAB,0.472813,2019-11-25
DIVISLAB,0.453557,2019-11-26
DIVISLAB,0.409482,2019-11-27
DIVISLAB,0.435071,2019-11-28
DIVISLAB,0.171745,2019-11-29
DIVISLAB,0.177865,2019-12-02
DIVISLAB,0.173316,2019-12-03
DIVISLAB,0.179548,2019-12-04
DIVISLAB,0.186540,2019-12-05
DIVISLAB,0.183035,2019-12-06
DLF,1.062434,2019-10-10
DLF,1.105244,2019-10-11
DLF,1.213253,2019-10-14
DLF,1.243665,2019-10-15
DLF,1.322202,2019-10-16
DLF,1.343169,2019-10-17
DLF,1.514473,2019-10-18
DLF,1.588008,2019-10-22
DLF,1.545422,2019-10-23
DLF,1.429850,2019-10-24
DLF,1.428336,2019-10-25
DLF,1.392330,2019-10-29
DLF,1.343558,2019-10-30
DLF,1.572261,2019-10-31
DLF,0.588376,2019-11-01
DLF,0.610998,2019-11-04
DLF,0.543135,2019-11-05
DLF,0.586206,2019-11-06
DLF,0.521968,2019-11-07
DLF,0.687513,2019-11-08
DLF,0.802732,2019-11-11
DLF,0.742212,2019-11-13
DLF,0.873256,2019-11-14
DLF,0.915605,2019-11-15
DLF,0.960799,2019-11-18
DLF,0.957947,2019-11-19
DLF,0.927201,2019-11-20
DLF,0.950198,2019-11-21
DLF,1.055764,2019-11-22
DLF,0.881615,2019-11-25
DLF,0.847604,2019-11-26
DLF,0.843815,2019-11-27
DLF,0.997730,2019-11-28
DLF,0.641136,2019-11-29
DLF,0.677070,2019-12-02
DLF,0.687779,2019-12-03
DLF,0.778902,2019-12-04
DLF,0.848523,2019-12-05
DLF,0.810419,2019-12-06
DRREDDY,0.797452,2019-10-10
DRREDDY,0.844848,2019-10-11
DRREDDY,0.801377,2019-10-14
DRREDDY,0.687234,2019-10-15
DRREDDY,0.624641,2019-10-16
DRREDDY,0.600938,2019-10-17
DRREDDY,0.622586,2019-10-18
DRREDDY,0.657822,2019-10-22
DRREDDY,0.720785,2019-10-23
DRREDDY,0.700539,2019-10-24
DRREDDY,0.661192,2019-10-25
DRREDDY,0.686723,2019-10-29
DRREDDY,0.667039,2019-10-30
DRREDDY,0.812039,2019-10-31
DRREDDY,0.373476,2019-11-01
DRREDDY,0.447253,2019-11-04
DRREDDY,0.465440,2019-11-05
DRREDDY,0.430944,2019-11-06
DRREDDY,0.439401,2019-11-07
DRREDDY,0.411930,2019-11-08
DRREDDY,0.409875,2019-11-11
DRREDDY,0.392734,2019-11-13
DRREDDY,0.402035,2019-11-14
DRREDDY,0.409979,2019-11-15
DRREDDY,0.391666,2019-11-18
DRREDDY,0.400759,2019-11-19
DRREDDY,0.412142,2019-11-20
DRREDDY,0.465766,2019-11-21
DRREDDY,0.508625,2019-11-22
DRREDDY,0.559598,2019-11-25
DRREDDY,0.590203,2019-11-26
DRREDDY,0.628060,2019-11-27
DRREDDY,0.694736,2019-11-28
DRREDDY,0.468421,2019-11-29
DRREDDY,0.529320,2019-12-02
DRREDDY,0.523188,2019-12-03
DRREDDY,0.509020,2019-12-04
DRREDDY,0.489335,2019-12-05
DRREDDY,0.426070,2019-12-06
EICHERMOT,0.507751,2019-10-10
EICHERMOT,0.546401,2019-10-11
EICHERMOT,0.605887,2019-10-14
EICHERMOT,0.891178,2019-10-15
EICHERMOT,0.900548,2019-10-16
EICHERMOT,1.318038,2019-10-17
EICHERMOT,1.265687,2019-10-18
EICHERMOT,1.065281,2019-10-22
EICHERMOT,1.153432,2019-10-23
EICHERMOT,1.284883,2019-10-24
EICHERMOT,1.434520,2019-10-25
EICHERMOT,1.700292,2019-10-29
EICHERMOT,1.712168,2019-10-30
EICHERMOT,1.827309,2019-10-31
EICHERMOT,0.766519,2019-11-01
EICHERMOT,0.686131,2019-11-04
EICHERMOT,0.667796,2019-11-05
EICHERMOT,0.687637,2019-11-06
EICHERMOT,0.624621,2019-11-07
EICHERMOT,0.742896,2019-11-08
EICHERMOT,0.667329,2019-11-11
EICHERMOT,0.681497,2019-11-13
EICHERMOT,0.654364,2019-11-14
EICHERMOT,0.647639,2019-11-15
EICHERMOT,0.658707,2019-11-18
EICHERMOT,0.624666,2019-11-19
EICHERMOT,0.662849,2019-11-20
EICHERMOT,0.756234,2019-11-21
EICHERMOT,1.030638,2019-11-22
EICHERMOT,1.074788,2019-11-25
EICHERMOT,0.995778,2019-11-26
EICHERMOT,1.007827,2019-11-27
EICHERMOT,1.051948,2019-11-28
EICHERMOT,0.630731,2019-11-29
EICHERMOT,0.416943,2019-12-02
EICHERMOT,0.294933,2019-12-03
EICHERMOT,0.301451,2019-12-04
EICHERMOT,0.288409,2019-12-05
EICHERMOT,0.298067,2019-12-06
EQUITAS,1.181146,2019-10-10
EQUITAS,1.232044,2019-10-11
EQUITAS,1.194991,2019-10-14
EQUITAS,1.177215,2019-10-15
EQUITAS,1.103626,2019-10-16
EQUITAS,1.062176,2019-10-17
EQUITAS,0.951972,2019-10-18
EQUITAS,0.992337,2019-10-22
EQUITAS,0.986247,2019-10-23
EQUITAS,0.973195,2019-10-24
EQUITAS,1.002123,2019-10-25
EQUITAS,0.858921,2019-10-29
EQUITAS,0.798283,2019-10-30
EQUITAS,0.589134,2019-10-31
EQUITAS,0.847826,2019-11-01
EQUITAS,0.739316,2019-11-04
EQUITAS,0.767605,2019-11-05
EQUITAS,0.729903,2019-11-06
EQUITAS,0.498871,2019-11-07
EQUITAS,0.428115,2019-11-08
EQUITAS,0.404994,2019-11-11
EQUITAS,0.408945,2019-11-13
EQUITAS,0.399596,2019-11-14
EQUITAS,0.387878,2019-11-15
EQUITAS,0.411764,2019-11-18
EQUITAS,0.400655,2019-11-19
EQUITAS,0.386680,2019-11-20
EQUITAS,0.381209,2019-11-21
EQUITAS,0.455964,2019-11-22
EQUITAS,0.539285,2019-11-25
EQUITAS,0.501971,2019-11-26
EQUITAS,0.527738,2019-11-27
EQUITAS,0.633027,2019-11-28
EQUITAS,0.361076,2019-11-29
EQUITAS,0.309598,2019-12-02
EQUITAS,0.289516,2019-12-03
EQUITAS,0.273063,2019-12-04
EQUITAS,0.395241,2019-12-05
EQUITAS,0.432354,2019-12-06
ESCORTS,0.721877,2019-10-10
ESCORTS,0.672603,2019-10-11
ESCORTS,0.687804,2019-10-14
ESCORTS,0.745721,2019-10-15
ESCORTS,0.671428,2019-10-16
ESCORTS,0.806174,2019-10-17
ESCORTS,0.782861,2019-10-18
ESCORTS,0.744110,2019-10-22
ESCORTS,0.737520,2019-10-23
ESCORTS,0.620905,2019-10-24
ESCORTS,0.561439,2019-10-25
ESCORTS,0.740410,2019-10-29
ESCORTS,0.739712,2019-10-30
ESCORTS,0.857825,2019-10-31
ESCORTS,0.439054,2019-11-01
ESCORTS,0.398601,2019-11-04
ESCORTS,0.406528,2019-11-05
ESCORTS,0.435244,2019-11-06
ESCORTS,0.420743,2019-11-07
ESCORTS,0.436826,2019-11-08
ESCORTS,0.500936,2019-11-11
ESCORTS,0.480627,2019-11-13
ESCORTS,0.496389,2019-11-14
ESCORTS,0.479036,2019-11-15
ESCORTS,0.480888,2019-11-18
ESCORTS,0.470688,2019-11-19
ESCORTS,0.412371,2019-11-20
ESCORTS,0.377993,2019-11-21
ESCORTS,0.378221,2019-11-22
ESCORTS,0.402439,2019-11-25
ESCORTS,0.416923,2019-11-26
ESCORTS,0.403928,2019-11-27
ESCORTS,0.409224,2019-11-28
ESCORTS,0.442649,2019-11-29
ESCORTS,0.463078,2019-12-02
ESCORTS,0.481730,2019-12-03
ESCORTS,0.468800,2019-12-04
ESCORTS,0.424948,2019-12-05
ESCORTS,0.397773,2019-12-06
EXIDEIND,0.252475,2019-10-10
EXIDEIND,0.260162,2019-10-11
EXIDEIND,0.254290,2019-10-14
EXIDEIND,0.308873,2019-10-15
EXIDEIND,0.259590,2019-10-16
EXIDEIND,0.340866,2019-10-17
EXIDEIND,0.358627,2019-10-18
EXIDEIND,0.346432,2019-10-22
EXIDEIND,0.339855,2019-10-23
EXIDEIND,0.355460,2019-10-24
EXIDEIND,0.339470,2019-10-25
EXIDEIND,0.367861,2019-10-29
EXIDEIND,0.448226,2019-10-30
EXIDEIND,0.599673,2019-10-31
EXIDEIND,0.355795,2019-11-01
EXIDEIND,0.348519,2019-11-04
EXIDEIND,0.309090,2019-11-05
EXIDEIND,0.337371,2019-11-06
EXIDEIND,0.380165,2019-11-07
EXIDEIND,0.386597,2019-11-08
EXIDEIND,0.413559,2019-11-11
EXIDEIND,0.404862,2019-11-13
EXIDEIND,0.414525,2019-11-14
EXIDEIND,0.367419,2019-11-15
EXIDEIND,0.370772,2019-11-18
EXIDEIND,0.353146,2019-11-19
EXIDEIND,0.370948,2019-11-20
EXIDEIND,0.386335,2019-11-21
EXIDEIND,0.418132,2019-11-22
EXIDEIND,0.391608,2019-11-25
EXIDEIND,0.429223,2019-11-26
EXIDEIND,0.492035,2019-11-27
EXIDEIND,0.700000,2019-11-28
EXIDEIND,0.415178,2019-11-29
EXIDEIND,0.448135,2019-12-02
EXIDEIND,0.438786,2019-12-03
EXIDEIND,0.447031,2019-12-04
EXIDEIND,0.382783,2019-12-05
EXIDEIND,0.422924,2019-12-06
FEDERALBNK,0.543137,2019-10-10
FEDERALBNK,0.517367,2019-10-11
FEDERALBNK,0.493370,2019-10-14
FEDERALBNK,0.458123,2019-10-15
FEDERALBNK,0.447656,2019-10-16
FEDERALBNK,0.549890,2019-10-17
FEDERALBNK,0.522207,2019-10-18
FEDERALBNK,0.510145,2019-10-22
FEDERALBNK,0.513680,2019-10-23
FEDERALBNK,0.491736,2019-10-24
FEDERALBNK,0.490689,2019-10-25
FEDERALBNK,0.508138,2019-10-29
FEDERALBNK,0.499047,2019-10-30
FEDERALBNK,0.567345,2019-10-31
FEDERALBNK,0.679566,2019-11-01
FEDERALBNK,0.663312,2019-11-04
FEDERALBNK,0.644792,2019-11-05
FEDERALBNK,0.614653,2019-11-06
FEDERALBNK,0.582948,2019-11-07
FEDERALBNK,0.570466,2019-11-08
FEDERALBNK,0.577925,2019-11-11
FEDERALBNK,0.584378,2019-11-13
FEDERALBNK,0.548543,2019-11-14
FEDERALBNK,0.544003,2019-11-15
FEDERALBNK,0.537390,2019-11-18
FEDERALBNK,0.567995,2019-11-19
FEDERALBNK,0.577020,2019-11-20
FEDERALBNK,0.562793,2019-11-21
FEDERALBNK,0.552230,2019-11-22
FEDERALBNK,0.617449,2019-11-25
FEDERALBNK,0.593600,2019-11-26
FEDERALBNK,0.560279,2019-11-27
FEDERALBNK,0.694642,2019-11-28
FEDERALBNK,0.559563,2019-11-29
FEDERALBNK,0.522460,2019-12-02
FEDERALBNK,0.502092,2019-12-03
FEDERALBNK,0.569461,2019-12-04
FEDERALBNK,0.525342,2019-12-05
FEDERALBNK,0.521293,2019-12-06
GAIL,0.461410,2019-10-10
GAIL,0.434389,2019-10-11
GAIL,0.456826,2019-10-14
GAIL,0.462292,2019-10-15
GAIL,0.458184,2019-10-16
GAIL,0.447707,2019-10-17
GAIL,0.482408,2019-10-18
GAIL,0.505007,2019-10-22
GAIL,0.460455,2019-10-23
GAIL,0.394915,2019-10-24
GAIL,0.393922,2019-10-25
GAIL,0.398621,2019-10-29
GAIL,0.542094,2019-10-30
GAIL,0.670667,2019-10-31
GAIL,0.536717,2019-11-01
GAIL,0.495031,2019-11-04
GAIL,0.504729,2019-11-05
GAIL,0.495908,2019-11-06
GAIL,0.473647,2019-11-07
GAIL,0.441998,2019-11-08
GAIL,0.496217,2019-11-11
GAIL,0.375728,2019-11-13
GAIL,0.352888,2019-11-14
GAIL,0.352428,2019-11-15
GAIL,0.350124,2019-11-18
GAIL,0.356203,2019-11-19
GAIL,0.365241,2019-11-20
GAIL,0.358898,2019-11-21
GAIL,0.344901,2019-11-22
GAIL,0.359385,2019-11-25
GAIL,0.362348,2019-11-26
GAIL,0.379396,2019-11-27
GAIL,0.380952,2019-11-28
GAIL,0.432644,2019-11-29
GAIL,0.433808,2019-12-02
GAIL,0.450904,2019-12-03
GAIL,0.468005,2019-12-04
GAIL,0.416210,2019-12-05
GAIL,0.470975,2019-12-06
GLENMARK,0.497532,2019-10-10
GLENMARK,0.472589,2019-10-11
GLENMARK,0.459873,2019-10-14
GLENMARK,0.475920,2019-10-15
GLENMARK,0.475073,2019-10-16
GLENMARK,0.477064,2019-10-17
GLENMARK,0.479392,2019-10-18
GLENMARK,0.482182,2019-10-22
GLENMARK,0.458998,2019-10-23
GLENMARK,0.496621,2019-10-24
GLENMARK,0.532484,2019-10-25
GLENMARK,0.541729,2019-10-29
GLENMARK,0.670588,2019-10-30
GLENMARK,0.766519,2019-10-31
GLENMARK,0.611111,2019-11-01
GLENMARK,0.665441,2019-11-04
GLENMARK,0.680921,2019-11-05
GLENMARK,0.805084,2019-11-06
GLENMARK,0.723849,2019-11-07
GLENMARK,0.658777,2019-11-08
GLENMARK,0.596363,2019-11-11
GLENMARK,0.492917,2019-11-13
GLENMARK,0.610311,2019-11-14
GLENMARK,0.512024,2019-11-15
GLENMARK,0.986236,2019-11-18
GLENMARK,0.721064,2019-11-19
GLENMARK,0.775370,2019-11-20
GLENMARK,0.707362,2019-11-21
GLENMARK,0.633210,2019-11-22
GLENMARK,0.586177,2019-11-25
GLENMARK,0.515854,2019-11-26
GLENMARK,0.465859,2019-11-27
GLENMARK,0.525031,2019-11-28
GLENMARK,0.313812,2019-11-29
GLENMARK,0.298654,2019-12-02
GLENMARK,0.301087,2019-12-03
GLENMARK,0.322294,2019-12-04
GLENMARK,0.305532,2019-12-05
GLENMARK,0.316656,2019-12-06
GMRINFRA,0.477642,2019-10-10
GMRINFRA,0.486815,2019-10-11
GMRINFRA,0.452079,2019-10-14
GMRINFRA,0.476449,2019-10-15
GMRINFRA,0.476950,2019-10-16
GMRINFRA,0.483420,2019-10-17
GMRINFRA,0.561111,2019-10-18
GMRINFRA,0.630357,2019-10-22
GMRINFRA,0.705244,2019-10-23
GMRINFRA,0.786641,2019-10-24
GMRINFRA,0.734939,2019-10-25
GMRINFRA,0.784000,2019-10-29
GMRINFRA,0.804545,2019-10-30
GMRINFRA,0.905448,2019-10-31
GMRINFRA,0.581005,2019-11-01
GMRINFRA,0.566844,2019-11-04
GMRINFRA,0.559585,2019-11-05
GMRINFRA,0.469953,2019-11-06
GMRINFRA,0.532125,2019-11-07
GMRINFRA,0.589041,2019-11-08
GMRINFRA,0.578947,2019-11-11
GMRINFRA,0.564437,2019-11-13
GMRINFRA,0.551342,2019-11-14
GMRINFRA,0.510760,2019-11-15
GMRINFRA,0.505813,2019-11-18
GMRINFRA,0.490463,2019-11-19
GMRINFRA,0.474093,2019-11-20
GMRINFRA,0.485933,2019-11-21
GMRINFRA,0.470297,2019-11-22
GMRINFRA,0.463054,2019-11-25
GMRINFRA,0.458333,2019-11-26
GMRINFRA,0.460204,2019-11-27
GMRINFRA,0.494142,2019-11-28
GMRINFRA,0.422997,2019-11-29
GMRINFRA,0.403409,2019-12-02
GMRINFRA,0.415492,2019-12-03
GMRINFRA,0.443280,2019-12-04
GMRINFRA,0.421138,2019-12-05
GMRINFRA,0.453821,2019-12-06
GODREJCP,0.686390,2019-10-10
GODREJCP,0.645161,2019-10-11
GODREJCP,0.650793,2019-10-14
GODREJCP,0.675531,2019-10-15
GODREJCP,0.592417,2019-10-16
GODREJCP,0.643192,2019-10-17
GODREJCP,0.611570,2019-10-18
GODREJCP,0.628205,2019-10-22
GODREJCP,0.623966,2019-10-23
GODREJCP,0.542435,2019-10-24
GODREJCP,0.597656,2019-10-25
GODREJCP,0.605691,2019-10-29
GODREJCP,0.679653,2019-10-30
GODREJCP,0.776595,2019-10-31
GODREJCP,0.444444,2019-11-01
GODREJCP,0.398550,2019-11-04
GODREJCP,0.396103,2019-11-05
GODREJCP,0.273031,2019-11-06
GODREJCP,0.325966,2019-11-07
GODREJCP,0.271844,2019-11-08
GODREJCP,0.268025,2019-11-11
GODREJCP,0.258805,2019-11-13
GODREJCP,0.263823,2019-11-14
GODREJCP,0.258859,2019-11-15
GODREJCP,0.282988,2019-11-18
GODREJCP,0.312091,2019-11-19
GODREJCP,0.320388,2019-11-20
GODREJCP,0.312091,2019-11-21
GODREJCP,0.299500,2019-11-22
GODREJCP,0.318267,2019-11-25
GODREJCP,0.364835,2019-11-26
GODREJCP,0.439436,2019-11-27
GODREJCP,0.368750,2019-11-28
GODREJCP,0.478260,2019-11-29
GODREJCP,0.270676,2019-12-02
GODREJCP,0.268656,2019-12-03
GODREJCP,0.360759,2019-12-04
GODREJCP,0.476190,2019-12-05
GODREJCP,0.478431,2019-12-06
GRASIM,0.642297,2019-10-10
GRASIM,0.658447,2019-10-11
GRASIM,0.663985,2019-10-14
GRASIM,0.722991,2019-10-15
GRASIM,0.834914,2019-10-16
GRASIM,0.837598,2019-10-17
GRASIM,0.978070,2019-10-18
GRASIM,0.840242,2019-10-22
GRASIM,0.897795,2019-10-23
GRASIM,0.751818,2019-10-24
GRASIM,0.779267,2019-10-25
GRASIM,0.972972,2019-10-29
GRASIM,1.066969,2019-10-30
GRASIM,1.302551,2019-10-31
GRASIM,0.653846,2019-11-01
GRASIM,0.695800,2019-11-04
GRASIM,0.540734,2019-11-05
GRASIM,0.561776,2019-11-06
GRASIM,0.555879,2019-11-07
GRASIM,0.571428,2019-11-08
GRASIM,0.522705,2019-11-11
GRASIM,0.505272,2019-11-13
GRASIM,0.656175,2019-11-14
GRASIM,0.696291,2019-11-15
GRASIM,0.722186,2019-11-18
GRASIM,0.726474,2019-11-19
GRASIM,0.666870,2019-11-20
GRASIM,0.678249,2019-11-21
GRASIM,0.718682,2019-11-22
GRASIM,0.778085,2019-11-25
GRASIM,0.631679,2019-11-26
GRASIM,0.635552,2019-11-27
GRASIM,0.730387,2019-11-28
GRASIM,0.413641,2019-11-29
GRASIM,0.610827,2019-12-02
GRASIM,0.448467,2019-12-03
GRASIM,0.459219,2019-12-04
GRASIM,0.400330,2019-12-05
GRASIM,0.412786,2019-12-06
HAVELLS,0.362318,2019-10-10
HAVELLS,0.376395,2019-10-11
HAVELLS,0.375939,2019-10-14
HAVELLS,0.394444,2019-10-15
HAVELLS,0.402985,2019-10-16
HAVELLS,0.483211,2019-10-17
HAVELLS,0.488619,2019-10-18
HAVELLS,0.640449,2019-10-22
HAVELLS,0.538362,2019-10-23
HAVELLS,0.537979,2019-10-24
HAVELLS,0.543670,2019-10-25
HAVELLS,0.538631,2019-10-29
HAVELLS,0.537724,2019-10-30
HAVELLS,0.634696,2019-10-31
HAVELLS,0.340974,2019-11-01
HAVELLS,0.417948,2019-11-04
HAVELLS,0.481395,2019-11-05
HAVELLS,0.492890,2019-11-06
HAVELLS,0.470695,2019-11-07
HAVELLS,0.429054,2019-11-08
HAVELLS,0.407051,2019-11-11
HAVELLS,0.398936,2019-11-13
HAVELLS,0.413253,2019-11-14
HAVELLS,0.423220,2019-11-15
HAVELLS,0.459926,2019-11-18
HAVELLS,0.457875,2019-11-19
HAVELLS,0.394549,2019-11-20
HAVELLS,0.375000,2019-11-21
HAVELLS,0.433187,2019-11-22
HAVELLS,0.509127,2019-11-25
HAVELLS,0.557954,2019-11-26
HAVELLS,0.610817,2019-11-27
HAVELLS,0.646964,2019-11-28
HAVELLS,0.594501,2019-11-29
HAVELLS,0.571839,2019-12-02
HAVELLS,0.510471,2019-12-03
HAVELLS,0.649758,2019-12-04
HAVELLS,0.674584,2019-12-05
HAVELLS,0.814814,2019-12-06
HCLTECH,0.763221,2019-10-10
HCLTECH,0.854838,2019-10-11
HCLTECH,0.682795,2019-10-14
HCLTECH,0.670146,2019-10-15
HCLTECH,0.669791,2019-10-16
HCLTECH,0.568161,2019-10-17
HCLTECH,0.550898,2019-10-18
HCLTECH,0.470660,2019-10-22
HCLTECH,0.569511,2019-10-23
HCLTECH,0.516792,2019-10-24
